Gender,Event,Location,Year,Medal,Name,Nationality,Result
M,Discus Throw Men,Beijing,2008,B,Virgilijus ALEKNA,LTU,67.79
M,Discus Throw Men,Sydney,2000,G,Virgilijus ALEKNA,LTU,69.3
M,Discus Throw Men,Sydney,2000,S,Lars RIEDEL,GER,68.5
M,Discus Throw Men,Sydney,2000,B,Frantz KRUGER,RSA,68.19
M,Discus Throw Men,Barcelona,1992,G,Romas UBARTAS,LTU,65.12
M,Discus Throw Men,Barcelona,1992,S,JÃ¼rgen SCHULT,GER,64.94
M,Discus Throw Men,Barcelona,1992,B,Roberto MOYA,CUB,64.12
M,Discus Throw Men,Los Angeles,1984,G,Rolf DANNEBERG,FRG,66.6
M,Discus Throw Men,Los Angeles,1984,S,Mac WILKINS,USA,66.3
M,Discus Throw Men,Los Angeles,1984,B,John POWELL,USA,65.46
M,Discus Throw Men,Montreal,1976,G,Mac WILKINS,USA,67.5
M,Discus Throw Men,Montreal,1976,S,Wolfgang SCHMIDT,GDR,66.22
M,Discus Throw Men,Montreal,1976,B,John POWELL,USA,65.7
M,Discus Throw Men,Mexico,1968,G,Al OERTER,USA,64.78
M,Discus Throw Men,Mexico,1968,S,Lothar MILDE,GDR,63.08
M,Discus Throw Men,Mexico,1968,B,LudvÃ­k DANEK,TCH,62.92
M,Discus Throw Men,Rome,1960,G,Al OERTER,USA,59.18
M,Discus Throw Men,Rome,1960,S,Rink BABKA,USA,58.02
M,Discus Throw Men,Rome,1960,B,Richard COCHRAN,USA,57.16
M,Discus Throw Men,Helsinki,1952,G,Sim INESS,USA,55.03
M,Discus Throw Men,Helsinki,1952,S,Adolfo CONSOLINI,ITA,53.78
M,Discus Throw Men,Helsinki,1952,B,James DILLION,USA,53.28
M,Discus Throw Men,London,1908,G,Martin SHERIDAN,USA,40.89
M,Discus Throw Men,London,1908,S,Merritt GIFFIN,USA,40.7
M,Discus Throw Men,London,1908,B,Marquis Franklin HORR,USA,39.45
M,Discus Throw Men,London,2012,G,Robert HARTING,GER,68.27
M,Discus Throw Men,London,2012,S,Ehsan HADADI,IRI,68.18
M,Discus Throw Men,London,2012,B,Gerd KANTER,EST,68.03
M,Discus Throw Men,Athens,2004,G,Virgilijus ALEKNA,LTU,69.89
M,Discus Throw Men,Athens,2004,S,Zoltan KOVAGO,HUN,67.04
M,Discus Throw Men,Athens,2004,B,Aleksander TAMMERT,EST,66.66
M,Discus Throw Men,Atlanta,1996,G,Lars RIEDEL,GER,69.4
M,Discus Throw Men,Atlanta,1996,S,Vladimir DUBROVSHCHIK,BLR,66.6
M,Discus Throw Men,Atlanta,1996,B,Vasiliy KAPTYUKH,BLR,65.8
M,Discus Throw Men,Moscow,1980,G,Viktor RASHCHUPKIN,URS,66.64
M,Discus Throw Men,Moscow,1980,S,Imrich BUGÃR,TCH,66.38
M,Discus Throw Men,Moscow,1980,B,Luis DELIS,CUB,66.32
M,Discus Throw Men,Tokyo,1964,G,Al OERTER,USA,61.0
M,Discus Throw Men,Tokyo,1964,S,LudvÃ­k DANEK,TCH,60.52
M,Discus Throw Men,Tokyo,1964,B,David Lawson WEILL,USA,59.49
M,Discus Throw Men,Los Angeles,1932,G,John ANDERSON,USA,49.49
M,Discus Throw Men,Los Angeles,1932,S,Henri LABORDE,USA,48.47
M,Discus Throw Men,Los Angeles,1932,B,Paul WINTER,FRA,47.85
M,Discus Throw Men,Paris,1924,G,Bud HOUSER,USA,46.155
M,Discus Throw Men,Paris,1924,S,Vilho Aleksander NIITTYMAA,FIN,44.95
M,Discus Throw Men,Paris,1924,B,Thomas LIEB,USA,44.83
M,Discus Throw Men,Stockholm,1912,G,Armas TAIPALE,FIN,45.21
M,Discus Throw Men,Stockholm,1912,S,Richard Leslie BYRD,USA,42.32
M,Discus Throw Men,Stockholm,1912,B,James DUNCAN,USA,42.28
M,Discus Throw Men,St Louis,1904,G,Martin SHERIDAN,USA,39.28
M,Discus Throw Men,St Louis,1904,S,Ralph ROSE,USA,39.28
M,Discus Throw Men,St Louis,1904,B,Nikolaos GEORGANTAS,GRE,37.68
M,Discus Throw Men,Athens,1896,G,Robert GARRETT,USA,29.15
M,Discus Throw Men,Athens,1896,S,Panagiotis PARASKEVOPOULOS,GRE,28.95
M,Discus Throw Men,Athens,1896,B,Sotirios VERSIS,GRE,28.78
M,Hammer Throw Men,Rio,2016,G,Dilshod NAZAROV,TJK,78.68
M,Hammer Throw Men,Rio,2016,S,Ivan TSIKHAN,BLR,77.79
M,Hammer Throw Men,Rio,2016,B,Wojciech NOWICKI,POL,77.73
M,Hammer Throw Men,Beijing,2008,G,Primoz KOZMUS,SLO,82.02
M,Hammer Throw Men,Beijing,2008,S,Vadim DEVYATOVSKIY,BLR,81.61
M,Hammer Throw Men,Beijing,2008,B,Ivan TSIKHAN,BLR,81.51
M,Hammer Throw Men,Sydney,2000,G,Szymon ZIOLKOWSKI,POL,80.02
M,Hammer Throw Men,Sydney,2000,S,Nicola VIZZONI,ITA,79.64
M,Hammer Throw Men,Sydney,2000,B,Igor ASTAPKOVICH,BLR,79.17
M,Hammer Throw Men,Barcelona,1992,G,Andrey ABDUVALIEV,EUN,82.54
M,Hammer Throw Men,Barcelona,1992,S,Igor ASTAPKOVICH,EUN,81.96
M,Hammer Throw Men,Barcelona,1992,B,Igor NIKULIN,EUN,81.38
M,Hammer Throw Men,Montreal,1976,G,Yuri SEDYKH,URS,77.52
M,Hammer Throw Men,Montreal,1976,S,Aleksei SPIRIDONOV,URS,76.08
M,Hammer Throw Men,Montreal,1976,B,Anatoli BONDARCHUK,URS,75.48
M,Hammer Throw Men,Rome,1960,G,Vasili RUDENKOV,URS,67.1
M,Hammer Throw Men,Rome,1960,S,Gyula ZSIVÃTZKY,HUN,65.79
M,Hammer Throw Men,Rome,1960,B,Tadeusz RUT,POL,65.64
M,Hammer Throw Men,Helsinki,1952,G,JÃ³zsef CSERMÃK,HUN,60.34
M,Hammer Throw Men,Helsinki,1952,S,Karl STORCH,GER,58.86
M,Hammer Throw Men,Helsinki,1952,B,Imre NÃMETH,HUN,57.74
M,Hammer Throw Men,London,1908,G,John FLANAGAN,USA,51.92
M,Hammer Throw Men,London,1908,S,Matt MCGRATH,USA,51.18
M,Hammer Throw Men,London,1908,B,Cornelius WALSH,CAN,48.51
M,Hammer Throw Men,Paris,1900,G,John FLANAGAN,USA,51.01
M,Hammer Throw Men,Paris,1900,S,Truxtun HARE,USA,46.26
M,Hammer Throw Men,Paris,1900,B,Josiah MCCRACKEN,USA,43.58
M,Hammer Throw Men,London,2012,G,Krisztian PARS,HUN,80.59
M,Hammer Throw Men,London,2012,S,Primoz KOZMUS,SLO,79.36
M,Hammer Throw Men,London,2012,B,Koji MUROFUSHI,JPN,78.71
M,Hammer Throw Men,Athens,2004,G,Koji MUROFUSHI,JPN,82.91
M,Hammer Throw Men,Athens,2004,B,Esref APAK,TUR,79.51
M,Hammer Throw Men,Atlanta,1996,G,BalÃ¡zs KISS,HUN,81.24
M,Hammer Throw Men,Atlanta,1996,S,Lance Earl DEAL,USA,81.12
M,Hammer Throw Men,Atlanta,1996,B,Oleksiy KRYKUN,UKR,80.02
M,Hammer Throw Men,Atlanta,1996,B,Oleksandr KRYKUN,UKR,80.02
M,Hammer Throw Men,Moscow,1980,G,Yuri SEDYKH,URS,81.8
M,Hammer Throw Men,Moscow,1980,S,Sergey LITVINOV,URS,80.64
M,Hammer Throw Men,Moscow,1980,B,Yuri TAMM,URS,78.96
M,Hammer Throw Men,Tokyo,1964,G,Romuald KLIM,URS,69.74
M,Hammer Throw Men,Tokyo,1964,S,Gyula ZSIVÃTZKY,HUN,69.09
M,Hammer Throw Men,Tokyo,1964,B,Uwe BEYER,EUA,68.09
M,Hammer Throw Men,Los Angeles,1932,G,Patrick O'CALLAGHAN,IRL,53.92
M,Hammer Throw Men,Los Angeles,1932,S,Ville PÃRHÃLÃ,FIN,52.27
M,Hammer Throw Men,Los Angeles,1932,B,Peter ZAREMBA,USA,50.33
M,Hammer Throw Men,Paris,1924,G,Fred TOOTELL,USA,53.295
M,Hammer Throw Men,Paris,1924,S,Matt MCGRATH,USA,50.84
M,Hammer Throw Men,Paris,1924,B,Malcolm NOKES,GBR,48.875
M,Hammer Throw Men,Stockholm,1912,G,Matt MCGRATH,USA,54.74
M,Hammer Throw Men,Stockholm,1912,S,Duncan GILLIS,CAN,48.39
M,Hammer Throw Men,Stockholm,1912,B,Clarence CHILDS,USA,48.17
M,Hammer Throw Men,St Louis,1904,G,John FLANAGAN,USA,51.23
M,Hammer Throw Men,St Louis,1904,S,John DEWITT,USA,50.26
M,Hammer Throw Men,St Louis,1904,B,Ralph ROSE,USA,45.73
M,High Jump Men,Rio,2016,G,Derek DROUIN,CAN,2.38
M,High Jump Men,Rio,2016,S,Mutaz Essa BARSHIM,QAT,2.36
M,High Jump Men,Rio,2016,B,Bohdan BONDARENKO,UKR,2.33
M,High Jump Men,Beijing,2008,G,Andrey SILNOV,RUS,2.36
M,High Jump Men,Beijing,2008,S,Germaine MASON,GBR,2.34
M,High Jump Men,Beijing,2008,B,Yaroslav RYBAKOV,RUS,2.34
M,High Jump Men,Sydney,2000,G,Sergey KLYUGIN,RUS,2.35
M,High Jump Men,Sydney,2000,S,Javier SOTOMAYOR,CUB,2.32
M,High Jump Men,Sydney,2000,B,Abderrahmane HAMMAD,ALG,2.32
M,High Jump Men,Barcelona,1992,G,Javier SOTOMAYOR,CUB,2.34
M,High Jump Men,Barcelona,1992,S,Patrik SJÃBERG,SWE,2.34
M,High Jump Men,Barcelona,1992,B,Tim FORSYTH,AUS,2.34
M,High Jump Men,Barcelona,1992,B,Artur PARTYKA,POL,2.34
M,High Jump Men,Barcelona,1992,B,Hollis CONWAY,USA,2.34
M,High Jump Men,Montreal,1976,G,Jacek WSZOLA,POL,2.25
M,High Jump Men,Montreal,1976,S,Greg JOY,CAN,2.23
M,High Jump Men,Montreal,1976,B,Dwight STONES,USA,2.21
M,High Jump Men,Rome,1960,G,Robert SHAVLAKADZE,URS,2.16
M,High Jump Men,Rome,1960,S,Valeri BRUMEL,URS,2.16
M,High Jump Men,Rome,1960,B,John THOMAS,USA,2.14
M,High Jump Men,Helsinki,1952,G,Walt DAVIS,USA,2.04
M,High Jump Men,Helsinki,1952,S,Kenneth WIESNER,USA,2.01
M,High Jump Men,Helsinki,1952,B,Jose TELLES DA CONCEICAO,BRA,1.98
M,High Jump Men,London,1908,G,Harry PORTER,USA,1.9
M,High Jump Men,London,1908,S,IstvÃ¡n SOMODI,HUN,1.88
M,High Jump Men,London,1908,S,Cornelius LEAHY,GBR,1.88
M,High Jump Men,London,1908,S,Georges ANDRE,FRA,1.88
M,High Jump Men,Paris,1900,G,Irving BAXTER,USA,1.9
M,High Jump Men,Paris,1900,S,Patrick LEAHY,GBR,1.78
M,High Jump Men,Paris,1900,B,Lajos GÃNCZY,HUN,1.75
M,High Jump Men,London,2012,G,Ivan UKHOV,RUS,2.38
M,High Jump Men,London,2012,S,Erik KYNARD,USA,2.33
M,High Jump Men,London,2012,B,Derek DROUIN,CAN,2.29
M,High Jump Men,London,2012,B,Mutaz Essa BARSHIM,QAT,2.29
M,High Jump Men,London,2012,B,Robert GRABARZ,GBR,2.29
M,High Jump Men,Athens,2004,G,Stefan HOLM,SWE,2.36
M,High Jump Men,Athens,2004,S,Matt HEMINGWAY,USA,2.34
M,High Jump Men,Athens,2004,B,Jaroslav BABA,CZE,2.34
M,High Jump Men,Atlanta,1996,G,Charles AUSTIN,USA,2.39
M,High Jump Men,Atlanta,1996,S,Artur PARTYKA,POL,2.37
M,High Jump Men,Atlanta,1996,B,Steve SMITH,GBR,2.35
M,High Jump Men,Moscow,1980,G,Gerd WESSIG,GDR,2.36
M,High Jump Men,Moscow,1980,S,Jacek WSZOLA,POL,2.31
M,High Jump Men,Moscow,1980,B,JÃ¶rg FREIMUTH,GDR,2.31
M,High Jump Men,Tokyo,1964,G,Valeri BRUMEL,URS,2.18
M,High Jump Men,Tokyo,1964,S,John THOMAS,USA,2.18
M,High Jump Men,Tokyo,1964,B,John RAMBO,USA,2.16
M,High Jump Men,Los Angeles,1932,G,Duncan MCNAUGHTON,CAN,1.97
M,High Jump Men,Los Angeles,1932,S,Robert VAN OSDEL,USA,1.97
M,High Jump Men,Los Angeles,1932,B,Simeon TORIBIO,PHI,1.97
M,High Jump Men,Paris,1924,G,Harold OSBORN,USA,1.98
M,High Jump Men,Paris,1924,S,Leroy BROWN,USA,1.95
M,High Jump Men,Paris,1924,B,Pierre LEWDEN,FRA,1.92
M,High Jump Men,Stockholm,1912,G,Alma RICHARDS,USA,1.93
M,High Jump Men,Stockholm,1912,S,Hans LIESCHE,GER,1.91
M,High Jump Men,Stockholm,1912,B,George HORINE,USA,1.89
M,High Jump Men,St Louis,1904,G,Samuel JONES,USA,1.8
M,High Jump Men,St Louis,1904,S,Garrett SERVISS,USA,1.77
M,High Jump Men,St Louis,1904,B,Paul WEINSTEIN,GER,1.77
M,High Jump Men,Athens,1896,G,Ellery CLARK,USA,1.81
M,High Jump Men,Athens,1896,S,Robert GARRETT,USA,1.65
M,High Jump Men,Athens,1896,S,James CONNOLLY,USA,1.65
M,Javelin Throw Men,Rio,2016,G,Thomas ROHLER,GER,None
M,Javelin Throw Men,Rio,2016,S,Julius YEGO,KEN,None
M,Javelin Throw Men,Rio,2016,B,Keshorn WALCOTT,TTO,None
M,Javelin Throw Men,Beijing,2008,G,Andreas THORKILDSEN,NOR,90.57
M,Javelin Throw Men,Beijing,2008,S,Ainars KOVALS,LAT,86.64
M,Javelin Throw Men,Beijing,2008,B,Tero PITKAMAKI,FIN,86.16
M,Javelin Throw Men,Sydney,2000,G,Jan Å½ELEZNÃ,CZE,90.17
M,Javelin Throw Men,Sydney,2000,S,Steve BACKLEY,GBR,89.85
M,Javelin Throw Men,Sydney,2000,B,Sergey MAKAROV,RUS,88.67
M,Javelin Throw Men,Barcelona,1992,G,Jan Å½ELEZNÃ,TCH,89.66
M,Javelin Throw Men,Barcelona,1992,S,Seppo RÃTY,FIN,86.6
M,Javelin Throw Men,Barcelona,1992,B,Steve BACKLEY,GBR,83.38
M,Javelin Throw Men,Los Angeles,1984,G,Arto HÃRKÃNEN,FIN,86.76
M,Javelin Throw Men,Los Angeles,1984,S,David OTTLEY,GBR,85.74
M,Javelin Throw Men,Los Angeles,1984,B,Kenth ELDEBRINK,SWE,83.72
M,Javelin Throw Men,Montreal,1976,G,Miklos NEMETH,HUN,94.58
M,Javelin Throw Men,Montreal,1976,S,Hannu Juhani SIITONEN,FIN,87.92
M,Javelin Throw Men,Montreal,1976,B,Gheorghe MEGELEA,ROU,87.16
M,Javelin Throw Men,Rome,1960,G,Viktor TSYBULENKO,URS,84.64
M,Javelin Throw Men,Rome,1960,S,Walter KRÃGER,EUA,79.36
M,Javelin Throw Men,Rome,1960,B,Gergely KULCSÃR,HUN,78.57
M,Javelin Throw Men,Helsinki,1952,G,Cy YOUNG,USA,73.78
M,Javelin Throw Men,Helsinki,1952,S,William Preston MILLER,USA,72.46
M,Javelin Throw Men,Helsinki,1952,B,Toivo HYYTIÃINEN,FIN,71.89
M,Javelin Throw Men,London,1908,G,Eric LEMMING,SWE,54.83
M,Javelin Throw Men,London,1908,S,Arne HALSE,NOR,50.57
M,Javelin Throw Men,London,1908,B,Otto NILSSON,SWE,47.11
M,Javelin Throw Men,London,2012,G,Keshorn WALCOTT,TTO,84.58
M,Javelin Throw Men,London,2012,B,Antti RUUSKANEN,FIN,84.12
M,Javelin Throw Men,Athens,2004,G,Andreas THORKILDSEN,NOR,86.5
M,Javelin Throw Men,Athens,2004,S,Vadims VASILEVSKIS,LAT,84.95
M,Javelin Throw Men,Athens,2004,B,Sergey MAKAROV,RUS,84.84
M,Javelin Throw Men,Atlanta,1996,G,Jan Å½ELEZNÃ,CZE,88.16
M,Javelin Throw Men,Atlanta,1996,S,Steve BACKLEY,GBR,87.44
M,Javelin Throw Men,Atlanta,1996,B,Seppo RÃTY,FIN,86.98
M,Javelin Throw Men,Moscow,1980,G,Dainis KULA,URS,91.2
M,Javelin Throw Men,Moscow,1980,S,Aleksandr MAKAROV,URS,89.64
M,Javelin Throw Men,Moscow,1980,B,Wolfgang HANISCH,GDR,86.72
M,Javelin Throw Men,Tokyo,1964,G,Pauli NEVALA,FIN,82.66
M,Javelin Throw Men,Tokyo,1964,S,Gergely KULCSÃR,HUN,82.32
M,Javelin Throw Men,Tokyo,1964,B,Yanis LUSIS,URS,80.57
M,Javelin Throw Men,Los Angeles,1932,G,Matti JÃRVINEN,FIN,72.71
M,Javelin Throw Men,Los Angeles,1932,S,Matti SIPPALA,FIN,69.8
M,Javelin Throw Men,Los Angeles,1932,B,Eino PENTTILÃ,FIN,68.7
M,Javelin Throw Men,Paris,1924,G,Jonni MYYRÃ,FIN,62.96
M,Javelin Throw Men,Paris,1924,S,Gunnar LINDSTRÃM,SWE,60.92
M,Javelin Throw Men,Paris,1924,B,Eugene OBERST,USA,58.35
M,Javelin Throw Men,Stockholm,1912,G,Eric LEMMING,SWE,60.64
M,Javelin Throw Men,Stockholm,1912,S,Juho Julius SAARISTO,FIN,58.66
M,Javelin Throw Men,Stockholm,1912,B,Mor KOVACS,HUN,55.5
M,Long Jump Men,Rio,2016,G,Jeff HENDERSON,USA,8.38
M,Long Jump Men,Rio,2016,S,Luvo MANYONGA,RSA,8.37
M,Long Jump Men,Rio,2016,B,Greg RUTHERFORD,GBR,8.29
M,Long Jump Men,Beijing,2008,G,Irving SALADINO,PAN,8.34
M,Long Jump Men,Beijing,2008,S,Godfrey Khotso MOKOENA,RSA,8.24
M,Long Jump Men,Beijing,2008,B,Ibrahim CAMEJO,CUB,8.2
M,Long Jump Men,Sydney,2000,G,Ivan PEDROSO,CUB,8.55
M,Long Jump Men,Sydney,2000,S,Jai TAURIMA,AUS,8.49
M,Long Jump Men,Sydney,2000,B,Roman SCHURENKO,UKR,8.31
M,Long Jump Men,Barcelona,1992,G,Carl LEWIS,USA,8.67
M,Long Jump Men,Barcelona,1992,S,Mike POWELL,USA,8.64
M,Long Jump Men,Barcelona,1992,B,Joe GREENE,USA,8.34
M,Long Jump Men,Montreal,1976,G,Arnie ROBINSON,USA,8.35
M,Long Jump Men,Montreal,1976,S,Randel Luvelle WILLIAMS,USA,8.11
M,Long Jump Men,Montreal,1976,B,Frank WARTENBERG,GDR,8.02
M,Long Jump Men,Rome,1960,G,Ralph BOSTON,USA,8.12
M,Long Jump Men,Rome,1960,S,Irvin ROBERSON,USA,8.11
M,Long Jump Men,Rome,1960,B,Igor TER-OVANESYAN,URS,8.04
M,Long Jump Men,Helsinki,1952,G,Jerome BIFFLE,USA,7.57
M,Long Jump Men,Helsinki,1952,S,Meredith GOURDINE,USA,7.53
M,Long Jump Men,Helsinki,1952,B,ÃâdÃÂ¶n FÃâLDESSY,HUN,7.3
M,Long Jump Men,Berlin,1936,G,Jesse OWENS,USA,8.06
M,Long Jump Men,Berlin,1936,S,Luz LONG,GER,7.87
M,Long Jump Men,Berlin,1936,B,Naoto TAJIMA,JPN,7.74
M,Long Jump Men,Amsterdam,1928,G,Edward Barton HAMM,USA,7.73
M,Long Jump Men,Amsterdam,1928,S,Sylvio CATOR,HAI,7.58
M,Long Jump Men,Amsterdam,1928,B,Al BATES,USA,7.4
M,Long Jump Men,London,1908,G,Frank IRONS,USA,7.48
M,Long Jump Men,London,1908,S,Daniel KELLY,USA,7.09
M,Long Jump Men,London,1908,B,Calvin BRICKER,CAN,7.08
M,Long Jump Men,Paris,1900,G,Alvin KRAENZLEIN,USA,7.185
M,Long Jump Men,Paris,1900,S,Meyer PRINSTEIN,USA,7.175
M,Long Jump Men,Paris,1900,B,Patrick LEAHY,GBR,6.95
M,Long Jump Men,London,2012,G,Greg RUTHERFORD,GBR,8.31
M,Long Jump Men,London,2012,S,Mitchell WATT,AUS,8.16
M,Long Jump Men,London,2012,B,Will CLAYE,USA,8.12
M,Long Jump Men,Athens,2004,G,Dwight PHILLIPS,USA,8.59
M,Long Jump Men,Athens,2004,S,John MOFFITT,USA,8.47
M,Long Jump Men,Athens,2004,B,Joan Lino MARTINEZ,ESP,8.32
M,Long Jump Men,Atlanta,1996,G,Carl LEWIS,USA,8.5
M,Long Jump Men,Atlanta,1996,S,James BECKFORD,JAM,8.29
M,Long Jump Men,Atlanta,1996,B,Joe GREENE,USA,8.24
M,Long Jump Men,Moscow,1980,G,Lutz DOMBROWSKI,GDR,8.54
M,Long Jump Men,Moscow,1980,S,Frank PASCHEK,GDR,8.21
M,Long Jump Men,Moscow,1980,B,Valeri PODLUZHNYI,URS,8.18
M,Long Jump Men,Tokyo,1964,G,Lynn DAVIES,GBR,8.07
M,Long Jump Men,Tokyo,1964,S,Ralph BOSTON,USA,8.03
M,Long Jump Men,Tokyo,1964,B,Igor TER-OVANESYAN,URS,7.99
M,Long Jump Men,Los Angeles,1932,G,Edward Lansing GORDON,USA,7.64
M,Long Jump Men,Los Angeles,1932,S,Lambert REDD,USA,7.6
M,Long Jump Men,Los Angeles,1932,B,Chuhei NAMBU,JPN,7.45
M,Long Jump Men,Paris,1924,G,William De Hart HUBBARD,USA,7.445
M,Long Jump Men,Paris,1924,S,Edward Orval GOURDIN,USA,7.275
M,Long Jump Men,Paris,1924,B,Sverre HANSEN,NOR,7.26
M,Long Jump Men,Stockholm,1912,G,Albert GUTTERSON,USA,7.6
M,Long Jump Men,Stockholm,1912,S,Calvin BRICKER,CAN,7.21
M,Long Jump Men,Stockholm,1912,B,Georg ABERG,SWE,7.18
M,Long Jump Men,St Louis,1904,G,Meyer PRINSTEIN,USA,7.34
M,Long Jump Men,St Louis,1904,S,Daniel FRANK,USA,6.89
M,Long Jump Men,St Louis,1904,B,Robert STANGLAND,USA,6.88
M,Long Jump Men,Athens,1896,G,Ellery CLARK,USA,6.35
M,Long Jump Men,Athens,1896,S,Robert GARRETT,USA,6.18
M,Long Jump Men,Athens,1896,B,James CONNOLLY,USA,6.11
M,Marathon Men,Rio,2016,G,Eliud Kipchoge ROTICH,KEN,02:08:44
M,Marathon Men,Rio,2016,S,Feyisa LILESA,ETH,2:09:54
M,Marathon Men,Rio,2016,B,Galen RUPP,USA,2:10:05
M,Marathon Men,Beijing,2008,G,Samuel Kamau WANJIRU,KEN,2:06:32
M,Marathon Men,Beijing,2008,S,Jaouad GHARIB,MAR,2:07:16
M,Marathon Men,Beijing,2008,B,Tsegay KEBEDE,ETH,2:10:00
M,Marathon Men,Sydney,2000,G,Gezahegne ABERA,ETH,2:10:11
M,Marathon Men,Sydney,2000,S,Erick WAINAINA,KEN,2:10:31
M,Marathon Men,Sydney,2000,B,Tesfaye TOLA,ETH,2:11:10
M,Marathon Men,Barcelona,1992,G,Young-Cho HWANG,KOR,2:13:23
M,Marathon Men,Barcelona,1992,S,Koichi MORISHITA,JPN,2:13:45
M,Marathon Men,Barcelona,1992,B,Stephan FREIGANG,GER,2:14:00
M,Marathon Men,Los Angeles,1984,G,Carlos LOPES,POR,2:09:21
M,Marathon Men,Los Angeles,1984,S,John TREACY,IRL,2:09:56
M,Marathon Men,Los Angeles,1984,B,Charles SPEDDING,GBR,2:09:58
M,Marathon Men,Montreal,1976,G,Waldemar CIERPINSKI,GDR,2:09:55.0
M,Marathon Men,Montreal,1976,S,Frank Charles SHORTER,USA,2:10:45.8
M,Marathon Men,Montreal,1976,B,Karel LISMONT,BEL,2:11:12.6
M,Marathon Men,Mexico,1968,G,Mamo WOLDE,ETH,2:20:26.4
M,Marathon Men,Mexico,1968,S,Kenji KIMIHARA,JPN,2:23:31.0
M,Marathon Men,Mexico,1968,B,Mike RYAN,NZL,2:23:45.0
M,Marathon Men,Rome,1960,G,Abebe BIKILA,ETH,2:15:16.2
M,Marathon Men,Rome,1960,S,Abdesiem RHADI BEN ABDESSELEM,MAR,2:15:41.6
M,Marathon Men,Rome,1960,B,Barry MAGEE,NZL,2:17:18.2
M,Marathon Men,Helsinki,1952,G,Emil ZÃTOPEK,TCH,2:23:03.2
M,Marathon Men,Helsinki,1952,S,Reinaldo GORNO,ARG,2:25:35.0
M,Marathon Men,Helsinki,1952,B,Gustaf JANSSON,SWE,2:26:07.0
M,Marathon Men,Berlin,1936,G,Kitei SON,JPN,2:29:19.2
M,Marathon Men,Berlin,1936,S,Ernest HARPER,GBR,2:31:23.2
M,Marathon Men,Berlin,1936,B,Shoryu NAN,JPN,2:31:42.0
M,Marathon Men,Amsterdam,1928,G,BoughÃ¨ra EL OUAFI,FRA,2:32:57
M,Marathon Men,Amsterdam,1928,S,Manuel PLAZA,CHI,2:33.23
M,Marathon Men,Amsterdam,1928,B,Martti MARTTELIN,FIN,2:35.02
M,Marathon Men,Antwerp,1920,G,Hannes KOLEHMAINEN,FIN,2:32:35.8
M,Marathon Men,Antwerp,1920,S,JÃ¼ri LOSSMANN,EST,2:32:48.6
M,Marathon Men,Antwerp,1920,B,Valerio ARRI,ITA,2:36:32.8
M,Marathon Men,London,1908,G,John HAYES,USA,2:55:18.4
M,Marathon Men,London,1908,S,Charles HEFFERON,RSA,2:56:06.0
M,Marathon Men,London,1908,B,Joseph FORSHAW,USA,2:57:10.4
M,Marathon Men,Paris,1900,G,Michel THÃATO,FRA,2:59:45.0
M,Marathon Men,Paris,1900,S,Ãmile CHAMPION,FRA,3h04:17.0
M,Marathon Men,Paris,1900,B,Ernst FAST,SWE,3h37:14.0
M,Marathon Men,London,2012,G,Stephen KIPROTICH,UGA,2:08:01
M,Marathon Men,London,2012,S,Abel KIRUI,KEN,2:08:27
M,Marathon Men,London,2012,B,Wilson Kipsang KIPROTICH,KEN,2:09:37
M,Marathon Men,Athens,2004,G,Stefano BALDINI,ITA,2:10:55
M,Marathon Men,Athens,2004,S,Mebrahtom KEFLEZIGHI,USA,2:11:29
M,Marathon Men,Athens,2004,B,Vanderlei DE LIMA,BRA,2:12:11
M,Marathon Men,Atlanta,1996,G,Josia THUGWANE,RSA,2:12:36
M,Marathon Men,Atlanta,1996,S,Bong Ju LEE,KOR,2:12:39
M,Marathon Men,Atlanta,1996,B,Erick WAINAINA,KEN,2:12:44
M,Marathon Men,Seoul,1988,G,Gelindo BORDIN,ITA,2:10:32
M,Marathon Men,Seoul,1988,S,Douglas WAKIIHURI,KEN,2:10:47
M,Marathon Men,Seoul,1988,B,Hussein AHMED SALAH,DJI,2:10:59
M,Marathon Men,Moscow,1980,G,Waldemar CIERPINSKI,GDR,2:11:03.0
M,Marathon Men,Moscow,1980,S,Gerard NIJBOER,NED,2:11:20.0
M,Marathon Men,Moscow,1980,B,Setymkul DZHUMANAZAROV,URS,2:11:35.0
M,Marathon Men,Munich,1972,G,Frank Charles SHORTER,USA,2:12:19.8
M,Marathon Men,Munich,1972,S,Karel LISMONT,BEL,2:14:31.8
M,Marathon Men,Munich,1972,B,Mamo WOLDE,ETH,2:15:08.4
M,Marathon Men,Tokyo,1964,G,Abebe BIKILA,ETH,2:12:11.2
M,Marathon Men,Tokyo,1964,S,Basil HEATLEY,GBR,2:16:19.2
M,Marathon Men,Tokyo,1964,B,Kokichi TSUBURAYA,JPN,2:16:22.8
M,Marathon Men,Melbourne / Stockholm,1956,G,Alain MIMOUN,FRA,2:25:00
M,Marathon Men,Melbourne / Stockholm,1956,S,Franjo MIHALIC,YUG,2:26:32
M,Marathon Men,Melbourne / Stockholm,1956,B,Veikko KARVONEN,FIN,2:27:47
M,Marathon Men,London,1948,G,Delfo CABRERA,ARG,2:34:51.6
M,Marathon Men,London,1948,S,Thomas John Henry RICHARDS,GBR,2:35:07.6
M,Marathon Men,London,1948,B,Etienne GAILLY,BEL,2:35:33.6
M,Marathon Men,Los Angeles,1932,G,Juan Carlos ZABALA,ARG,2:31:36
